,PicCount,Status,List Price,Sold Price,List Date,Sold Date,DOM,Tot BR,Tot Baths,TotFlArea,Yr Blt,TotalPrkng,Sold Price per SqFt,Full Baths,Half Baths,Price Per SQFT
R2025034,7.0,S,1250000.0,1200000.0,1/14/2016,2/12/2016,29.0,2.0,2.0,1273.0,2008.0,1.0,942.66,2.0,0.0,942.66
R2025012,18.0,S,679900.0,679900.0,1/14/2016,1/26/2016,12.0,2.0,2.0,1009.0,1992.0,1.0,673.84,2.0,0.0,673.84
R2025358,20.0,S,350000.0,385000.0,1/14/2016,1/26/2016,12.0,1.0,1.0,507.0,1975.0,1.0,759.37,1.0,0.0,759.37
R2025222,20.0,S,759900.0,751000.0,1/14/2016,1/16/2016,2.0,2.0,2.0,876.0,2010.0,2.0,857.31,2.0,0.0,857.31
R2024659,19.0,S,1475000.0,1475000.0,1/13/2016,2/15/2016,33.0,2.0,2.0,1080.0,2017.0,2.0,1365.74,2.0,0.0,1365.74
R2025087,18.0,S,1080000.0,1050000.0,1/13/2016,2/11/2016,29.0,2.0,2.0,1350.0,1992.0,2.0,777.78,2.0,0.0,777.78
R2024609,10.0,S,358000.0,359000.0,1/13/2016,2/4/2016,22.0,0.0,1.0,439.0,1997.0,1.0,817.77,1.0,0.0,817.77
R2024919,1.0,S,442800.0,470000.0,1/13/2016,1/19/2016,6.0,1.0,1.0,610.0,2003.0,1.0,770.49,1.0,0.0,770.49
R2025187,2.0,S,899800.0,917888.0,1/13/2016,1/19/2016,6.0,2.0,2.0,1131.0,2016.0,1.0,811.57,2.0,0.0,811.57
R2024194,20.0,S,639900.0,708000.0,1/13/2016,1/18/2016,5.0,2.0,2.0,939.0,2007.0,,753.99,2.0,0.0,753.99
R2025570,19.0,S,629900.0,630000.0,1/13/2016,1/18/2016,5.0,2.0,2.0,920.0,2007.0,1.0,684.78,2.0,0.0,684.78
R2024820,20.0,S,548000.0,568000.0,1/13/2016,1/18/2016,5.0,1.0,1.0,730.0,1998.0,1.0,778.08,1.0,0.0,778.08
R2025538,0.0,S,1080000.0,1080000.0,1/13/2016,1/16/2016,3.0,2.0,2.0,990.0,2016.0,1.0,1090.91,2.0,0.0,1090.91
R2025001,2.0,S,429000.0,443777.0,1/13/2016,1/15/2016,2.0,1.0,1.0,529.0,2008.0,1.0,838.9,1.0,0.0,838.9
R2024812,1.0,S,1448800.0,1450000.0,1/12/2016,3/16/2016,64.0,3.0,2.0,1268.0,2008.0,1.0,1143.53,2.0,0.0,1143.53
R2024297,20.0,S,2550000.0,2450000.0,1/12/2016,3/6/2016,54.0,3.0,3.0,2310.0,2002.0,4.0,1060.61,3.0,0.0,1060.61
R2024321,20.0,S,428000.0,420000.0,1/12/2016,2/20/2016,39.0,1.0,1.0,582.0,1968.0,1.0,721.65,1.0,0.0,721.65
R2024352,20.0,S,399800.0,390000.0,1/12/2016,2/15/2016,34.0,0.0,1.0,440.0,2005.0,0.0,886.36,1.0,0.0,886.36
R2024821,8.0,S,549000.0,550000.0,1/12/2016,2/15/2016,34.0,1.0,1.0,660.0,2010.0,1.0,833.33,1.0,0.0,833.33
R2025010,19.0,S,660000.0,645000.0,1/12/2016,2/11/2016,30.0,2.0,1.0,715.0,2005.0,1.0,902.1,1.0,0.0,902.1
R2024337,15.0,S,698000.0,662000.0,1/12/2016,1/28/2016,16.0,2.0,2.0,1060.0,1991.0,2.0,624.53,2.0,0.0,624.53
R2024493,18.0,S,525000.0,539000.0,1/12/2016,1/18/2016,6.0,1.0,1.0,623.0,2008.0,1.0,865.17,1.0,0.0,865.17
R2024487,20.0,S,599000.0,700000.0,1/12/2016,1/18/2016,6.0,2.0,1.0,933.0,2009.0,1.0,750.27,1.0,0.0,750.27
R2024505,10.0,S,570000.0,566000.0,1/12/2016,1/17/2016,5.0,1.0,1.0,771.0,2008.0,1.0,734.11,1.0,0.0,734.11
R2024909,19.0,S,549000.0,551000.0,1/12/2016,1/14/2016,2.0,2.0,2.0,821.0,2004.0,1.0,671.13,2.0,0.0,671.13
R2023667,20.0,T,489000.0,,1/11/2016,,25.0,1.0,1.0,536.0,2007.0,1.0,,1.0,0.0,912.31
R2024032,20.0,T,699900.0,,1/11/2016,,42.0,2.0,2.0,1036.0,2009.0,1.0,,2.0,0.0,675.58
R2023970,20.0,S,1998800.0,1998800.0,1/11/2016,3/4/2016,53.0,2.0,2.0,1298.0,1987.0,2.0,1539.91,2.0,0.0,1539.91
R2024269,3.0,S,1350000.0,1328000.0,1/11/2016,2/15/2016,35.0,3.0,2.0,1173.0,2016.0,2.0,1132.14,2.0,0.0,1132.14
R2024196,18.0,S,1295000.0,1100000.0,1/11/2016,2/15/2016,35.0,2.0,2.0,1193.0,2013.0,1.0,922.05,2.0,0.0,922.05
R2024037,13.0,S,265000.0,261000.0,1/11/2016,2/6/2016,26.0,1.0,1.0,622.0,1955.0,,419.61,1.0,0.0,419.61
R2024855,20.0,S,699900.0,730000.0,1/11/2016,1/31/2016,20.0,1.0,1.0,884.0,2009.0,1.0,825.79,1.0,0.0,825.79
R2023790,16.0,S,1295000.0,1288400.0,1/11/2016,1/24/2016,13.0,3.0,3.0,1309.0,2002.0,1.0,984.26,2.0,1.0,984.26
R2024097,20.0,S,598800.0,633000.0,1/11/2016,1/19/2016,8.0,2.0,1.0,750.0,2005.0,1.0,844.0,1.0,0.0,844.0
R2024093,1.0,S,648800.0,728000.0,1/11/2016,1/19/2016,8.0,2.0,2.0,867.0,2011.0,1.0,839.68,2.0,0.0,839.68
R2024079,20.0,S,599000.0,651000.0,1/11/2016,1/19/2016,8.0,2.0,2.0,906.0,2009.0,1.0,718.54,2.0,0.0,718.54
R2023943,20.0,S,749000.0,760000.0,1/11/2016,1/19/2016,8.0,2.0,2.0,895.0,1984.0,1.0,849.16,2.0,0.0,849.16
R2023769,13.0,S,489000.0,553000.0,1/11/2016,1/19/2016,8.0,2.0,1.0,768.0,1985.0,1.0,720.05,1.0,0.0,720.05
R2023937,20.0,S,439000.0,502000.0,1/11/2016,1/18/2016,7.0,1.0,1.0,500.0,2003.0,1.0,1004.0,1.0,0.0,1004.0
R2024354,16.0,S,528000.0,514500.0,1/11/2016,1/18/2016,7.0,1.0,1.0,701.0,2006.0,,733.95,1.0,0.0,733.95
R2023979,15.0,S,499900.0,530000.0,1/11/2016,1/18/2016,7.0,1.0,1.0,572.0,2006.0,1.0,926.57,1.0,0.0,926.57
R2023992,20.0,S,1179000.0,1403000.0,1/11/2016,1/18/2016,7.0,2.0,2.0,1062.0,2003.0,1.0,1321.09,2.0,0.0,1321.09
R2024015,16.0,S,439000.0,455500.0,1/11/2016,1/18/2016,7.0,1.0,1.0,615.0,1995.0,1.0,740.65,1.0,0.0,740.65
R2024643,13.0,S,869000.0,880000.0,1/11/2016,1/18/2016,7.0,2.0,2.0,1006.0,2009.0,2.0,874.75,2.0,0.0,874.75
R2024122,20.0,S,489900.0,492500.0,1/11/2016,1/18/2016,7.0,1.0,1.0,860.0,1988.0,1.0,572.67,1.0,0.0,572.67
R2023755,15.0,S,479900.0,502000.0,1/11/2016,1/15/2016,4.0,1.0,1.0,609.0,2009.0,1.0,824.3,1.0,0.0,824.3
R2024099,13.0,S,519900.0,543000.0,1/11/2016,1/15/2016,4.0,1.0,1.0,726.0,2004.0,1.0,747.93,1.0,0.0,747.93
R2023609,6.0,T,646900.0,,1/8/2016,,60.0,1.0,1.0,530.0,2018.0,0.0,,1.0,0.0,1220.57
R2023938,6.0,T,1299900.0,,1/8/2016,,82.0,2.0,2.0,1041.0,2018.0,0.0,,2.0,0.0,1248.7
R2024515,6.0,T,640900.0,,1/8/2016,,6.0,2.0,2.0,735.0,2018.0,0.0,,2.0,0.0,871.97
R2024554,6.0,T,689900.0,,1/8/2016,,54.0,2.0,1.0,630.0,2018.0,0.0,,1.0,0.0,1095.08
R2024805,6.0,T,766900.0,,1/8/2016,,24.0,2.0,2.0,739.0,2018.0,0.0,,2.0,0.0,1037.75
R2023611,6.0,T,534900.0,,1/8/2016,,25.0,1.0,1.0,540.0,2018.0,0.0,,1.0,0.0,990.56
R2023951,6.0,T,599900.0,,1/8/2016,,46.0,1.0,1.0,562.0,2018.0,0.0,,1.0,0.0,1067.44
R2024876,19.0,S,799000.0,803000.0,1/8/2016,1/18/2016,10.0,2.0,2.0,820.0,2011.0,1.0,979.27,2.0,0.0,979.27
R2024087,1.0,S,679000.0,695000.0,1/8/2016,1/17/2016,9.0,1.0,1.0,877.0,1997.0,1.0,792.47,1.0,0.0,792.47
R2024009,20.0,S,650000.0,738000.0,1/8/2016,1/15/2016,7.0,2.0,2.0,780.0,2010.0,,946.15,2.0,0.0,946.15
R2023476,14.0,S,458000.0,453000.0,1/8/2016,1/11/2016,3.0,1.0,1.0,612.0,1986.0,1.0,740.2,1.0,0.0,740.2
R2023244,2.0,T,369000.0,,1/7/2016,,53.0,1.0,1.0,405.0,2008.0,0.0,,1.0,0.0,911.11
R2023566,10.0,S,438000.0,430000.0,1/7/2016,2/15/2016,39.0,1.0,1.0,484.0,1996.0,1.0,888.43,1.0,0.0,888.43
R2023823,20.0,S,1750000.0,1600000.0,1/7/2016,1/30/2016,23.0,2.0,3.0,1644.0,1998.0,1.0,973.24,2.0,1.0,973.24
R2023093,10.0,S,395800.0,390000.0,1/7/2016,1/28/2016,21.0,0.0,1.0,468.0,2014.0,,833.33,1.0,0.0,833.33
R2023777,20.0,S,999800.0,970000.0,1/7/2016,1/19/2016,12.0,2.0,2.0,1248.0,1998.0,1.0,777.24,2.0,0.0,777.24
R2024047,1.0,S,369900.0,369900.0,1/7/2016,1/18/2016,11.0,1.0,1.0,480.0,1999.0,1.0,770.63,1.0,0.0,770.63
R2023298,20.0,S,349900.0,388500.0,1/7/2016,1/16/2016,0.0,0.0,1.0,412.0,2005.0,0.0,942.96,1.0,0.0,942.96
R2023271,14.0,S,789800.0,777000.0,1/7/2016,1/14/2016,7.0,1.0,1.0,795.0,2015.0,,977.36,1.0,0.0,977.36
R2023299,20.0,T,848800.0,,1/6/2016,,27.0,2.0,1.0,840.0,2001.0,1.0,,1.0,0.0,1010.48
R2022742,20.0,S,1818000.0,1780000.0,1/6/2016,2/27/2016,52.0,2.0,2.0,2042.0,2014.0,2.0,871.69,2.0,0.0,871.69
R2023277,14.0,S,1268000.0,1185000.0,1/6/2016,1/20/2016,14.0,2.0,2.0,1359.0,1998.0,2.0,871.96,2.0,0.0,871.96
R2022842,18.0,S,1320000.0,1300000.0,1/6/2016,1/16/2016,10.0,2.0,2.0,1180.0,2009.0,2.0,1101.69,2.0,0.0,1101.69
R2022871,19.0,S,549000.0,562000.0,1/6/2016,1/11/2016,5.0,1.0,1.0,899.0,1981.0,1.0,625.14,1.0,0.0,625.14
R2023008,12.0,S,449900.0,486000.0,1/6/2016,1/10/2016,4.0,1.0,1.0,604.0,1999.0,1.0,804.64,1.0,0.0,804.64
R2022748,8.0,S,289900.0,289900.0,1/6/2016,1/6/2016,0.0,0.0,1.0,400.0,1991.0,,724.75,1.0,0.0,724.75
R2022940,1.0,S,799000.0,850000.0,1/5/2016,2/9/2016,35.0,2.0,2.0,916.0,2009.0,1.0,927.95,2.0,0.0,927.95
R2023255,17.0,S,1248000.0,1172000.0,1/5/2016,1/30/2016,25.0,1.0,2.0,1194.0,2003.0,2.0,981.57,1.0,1.0,981.57
R2022401,1.0,S,609800.0,650000.0,1/5/2016,1/12/2016,7.0,1.0,1.0,684.0,2000.0,1.0,950.29,1.0,0.0,950.29
R2022675,20.0,S,379900.0,445000.0,1/5/2016,1/12/2016,7.0,1.0,1.0,523.0,1995.0,1.0,850.86,1.0,0.0,850.86
R2022419,20.0,S,669000.0,750000.0,1/5/2016,1/11/2016,6.0,2.0,2.0,872.0,2005.0,1.0,860.09,2.0,0.0,860.09
R2022668,13.0,S,409000.0,430000.0,1/5/2016,1/11/2016,6.0,1.0,1.0,538.0,2003.0,1.0,799.26,1.0,0.0,799.26
R2022564,19.0,S,888000.0,940000.0,1/5/2016,1/11/2016,6.0,2.0,2.0,1129.0,2008.0,1.0,832.6,2.0,0.0,832.6
R2022378,20.0,T,599000.0,,1/4/2016,,43.0,1.0,1.0,722.0,1999.0,1.0,,1.0,0.0,829.64
R2022476,7.0,T,399900.0,,1/4/2016,,14.0,1.0,1.0,605.0,1984.0,1.0,,1.0,0.0,660.99
R2022771,2.0,S,1299000.0,1288000.0,1/4/2016,2/10/2016,37.0,2.0,2.0,1261.0,2009.0,2.0,1021.41,2.0,0.0,1021.41
R2023192,15.0,S,898000.0,875000.0,1/4/2016,2/3/2016,30.0,2.0,2.0,926.0,1999.0,1.0,944.92,2.0,0.0,944.92
R2022354,17.0,S,499900.0,499900.0,1/4/2016,1/29/2016,25.0,2.0,2.0,901.0,1986.0,1.0,554.83,2.0,0.0,554.83
R2022643,10.0,S,589000.0,583000.0,1/4/2016,1/19/2016,15.0,2.0,2.0,930.0,2009.0,1.0,626.88,2.0,0.0,626.88
R2022343,20.0,S,1325000.0,1298800.0,1/4/2016,1/14/2016,10.0,2.0,2.0,1075.0,2003.0,1.0,1208.19,2.0,0.0,1208.19
R2022624,15.0,S,549000.0,547000.0,1/4/2016,1/13/2016,9.0,2.0,1.0,739.0,1998.0,1.0,740.19,1.0,0.0,740.19
R2022575,20.0,S,592800.0,659500.0,1/4/2016,1/11/2016,7.0,1.0,1.0,744.0,2004.0,1.0,886.42,1.0,0.0,886.42
R2022104,20.0,S,1299000.0,1325000.0,1/4/2016,1/11/2016,7.0,2.0,2.0,1258.0,2006.0,1.0,1053.26,2.0,0.0,1053.26
R2022348,11.0,S,529900.0,515000.0,1/4/2016,1/11/2016,7.0,1.0,2.0,915.0,1986.0,1.0,562.84,2.0,0.0,562.84
R2022091,20.0,S,799800.0,819000.0,1/4/2016,1/11/2016,7.0,2.0,2.0,1162.0,2007.0,1.0,704.82,2.0,0.0,704.82
R2022259,14.0,S,399900.0,480000.0,1/4/2016,1/11/2016,7.0,1.0,1.0,540.0,2007.0,1.0,888.89,1.0,0.0,888.89
R2022284,12.0,S,449900.0,515000.0,1/4/2016,1/11/2016,7.0,1.0,1.0,544.0,2007.0,,946.69,1.0,0.0,946.69
R2023168,15.0,S,329000.0,350000.0,1/4/2016,1/10/2016,6.0,0.0,1.0,400.0,2000.0,1.0,875.0,1.0,0.0,875.0
R2022097,19.0,S,1249000.0,1255000.0,1/4/2016,1/10/2016,6.0,2.0,2.0,1563.0,1994.0,2.0,802.94,2.0,0.0,802.94
R2022289,16.0,S,432888.0,460000.0,1/4/2016,1/9/2016,5.0,1.0,1.0,540.0,2000.0,1.0,851.85,1.0,0.0,851.85
R2022571,1.0,S,320000.0,320000.0,1/4/2016,1/7/2016,3.0,1.0,1.0,538.0,1978.0,,594.8,1.0,0.0,594.8
R2023073,5.0,S,988800.0,978566.0,1/4/2016,1/4/2016,0.0,2.0,2.0,1051.0,2016.0,1.0,931.08,2.0,0.0,931.08
R2022486,20.0,S,1175000.0,1168000.0,1/3/2016,1/26/2016,23.0,1.0,2.0,1210.0,2004.0,,965.29,2.0,0.0,965.29
R2022469,13.0,S,1239999.0,1228800.0,1/3/2016,1/12/2016,9.0,2.0,2.0,1024.0,2001.0,1.0,1200.0,2.0,0.0,1200.0
R2022845,14.0,S,649000.0,706000.0,1/2/2016,1/10/2016,8.0,2.0,2.0,954.0,2008.0,1.0,740.04,2.0,0.0,740.04
R2022874,18.0,S,1980000.0,1955000.0,1/1/2016,2/29/2016,59.0,2.0,2.0,1306.0,2010.0,1.0,1496.94,2.0,0.0,1496.94
R2022403,8.0,T,1126000.0,,12/31/2015,,13.0,3.0,2.0,1253.0,2016.0,1.0,,2.0,0.0,898.64
R2022381,9.0,T,1135000.0,,12/31/2015,,13.0,2.0,2.0,1227.0,2016.0,1.0,,2.0,0.0,925.02
R2022383,9.0,T,1035000.0,,12/31/2015,,13.0,2.0,2.0,1152.0,2016.0,1.0,,2.0,0.0,898.44
R2022390,9.0,T,1069000.0,,12/31/2015,,13.0,2.0,2.0,1161.0,2016.0,1.0,,2.0,0.0,920.76
R2022577,8.0,T,878000.0,,12/31/2015,,13.0,2.0,2.0,960.0,2016.0,1.0,,2.0,0.0,914.58
R2022574,8.0,S,489900.0,475000.0,12/31/2015,3/15/2016,75.0,1.0,1.0,604.0,2016.0,0.0,786.42,1.0,0.0,786.42
R2022223,19.0,S,359000.0,355000.0,12/31/2015,1/31/2016,31.0,1.0,1.0,691.0,1981.0,1.0,513.75,1.0,0.0,513.75
R2022161,17.0,S,458000.0,475000.0,12/31/2015,1/14/2016,14.0,2.0,2.0,743.0,1994.0,1.0,639.3,2.0,0.0,639.3
R2022392,7.0,S,1050000.0,1054000.0,12/31/2015,1/8/2016,8.0,2.0,2.0,1188.0,2016.0,1.0,887.21,2.0,0.0,887.21
R2021868,7.0,T,499999.0,,12/30/2015,,48.0,1.0,1.0,602.0,1999.0,1.0,,1.0,0.0,830.56
R2021832,14.0,S,1088800.0,1074800.0,12/29/2015,2/14/2016,47.0,2.0,2.0,1144.0,2011.0,1.0,939.51,2.0,0.0,939.51
R2021818,16.0,S,729000.0,650000.0,12/29/2015,1/25/2016,27.0,1.0,2.0,847.0,2014.0,,767.41,1.0,1.0,767.41
R2021901,1.0,S,428000.0,425000.0,12/29/2015,1/21/2016,23.0,1.0,1.0,580.0,2000.0,1.0,732.76,1.0,0.0,732.76
R2021834,13.0,S,1499000.0,1430000.0,12/29/2015,1/9/2016,11.0,2.0,2.0,1514.0,1998.0,2.0,944.52,2.0,0.0,944.52
R2021785,11.0,T,474888.0,,12/28/2015,,24.0,1.0,1.0,686.0,1986.0,1.0,,1.0,0.0,692.26
R2021891,1.0,X,839000.0,,12/25/2015,,12.0,2.0,2.0,985.0,2011.0,1.0,,2.0,0.0,851.78
R2021683,10.0,S,485000.0,485000.0,12/23/2015,1/10/2016,18.0,1.0,1.0,668.0,1914.0,,726.05,1.0,0.0,726.05
R2021549,15.0,T,738000.0,,12/22/2015,,34.0,2.0,2.0,888.0,1997.0,2.0,,2.0,0.0,831.08
R2021505,15.0,S,549999.0,550000.0,12/22/2015,1/4/2016,13.0,1.0,1.0,656.0,2010.0,1.0,838.41,1.0,0.0,838.41
R2021468,1.0,S,348900.0,340000.0,12/21/2015,1/11/2016,21.0,0.0,1.0,420.0,2006.0,,809.52,1.0,0.0,809.52
R2021640,9.0,S,2090900.0,2090000.0,12/21/2015,1/4/2016,14.0,3.0,3.0,1384.0,2019.0,,1510.12,2.0,1.0,1510.12
R2021321,7.0,S,1750000.0,1680000.0,12/20/2015,1/27/2016,38.0,2.0,3.0,1617.0,2008.0,2.0,1038.96,2.0,1.0,1038.96
R2021150,10.0,S,698000.0,687000.0,12/18/2015,1/3/2016,16.0,2.0,1.0,787.0,2012.0,1.0,872.94,1.0,0.0,872.94
R2021124,1.0,T,428000.0,,12/17/2015,,39.0,1.0,1.0,549.0,2000.0,1.0,,1.0,0.0,779.6
R2020939,8.0,S,1188000.0,1180000.0,12/16/2015,1/26/2016,41.0,2.0,2.0,1147.0,2011.0,1.0,1028.77,2.0,0.0,1028.77
R2021097,15.0,S,334900.0,322000.0,12/16/2015,1/25/2016,40.0,1.0,1.0,620.0,1970.0,1.0,519.35,1.0,0.0,519.35
R2021094,9.0,S,1188000.0,1110000.0,12/16/2015,1/6/2016,21.0,2.0,2.0,1151.0,2005.0,1.0,964.38,2.0,0.0,964.38
R2020773,5.0,T,1069800.0,,12/15/2015,,30.0,2.0,2.0,780.0,2019.0,1.0,,2.0,0.0,1371.54
R2021491,6.0,S,568000.0,556000.0,12/15/2015,2/5/2016,52.0,2.0,2.0,792.0,1999.0,1.0,702.02,2.0,0.0,702.02
R2020652,1.0,T,2098000.0,,12/14/2015,,74.0,3.0,2.0,1292.0,2009.0,2.0,,2.0,0.0,1623.84
R2020455,20.0,S,865000.0,845000.0,12/14/2015,1/13/2016,30.0,2.0,2.0,1066.0,1994.0,1.0,792.68,2.0,0.0,792.68
R2020413,14.0,S,338000.0,365000.0,12/14/2015,1/4/2016,21.0,0.0,1.0,482.0,2004.0,0.0,757.26,1.0,0.0,757.26
R2020275,20.0,X,659800.0,,12/11/2015,,62.0,1.0,1.0,792.0,2011.0,1.0,,1.0,0.0,833.08
R2020195,2.0,S,569900.0,566500.0,12/10/2015,1/24/2016,45.0,1.0,1.0,570.0,2016.0,0.0,993.86,1.0,0.0,993.86
R2019839,20.0,X,428800.0,,12/9/2015,,92.0,1.0,1.0,658.0,1973.0,1.0,,1.0,0.0,651.67
R2019888,20.0,S,629000.0,615000.0,12/9/2015,1/23/2016,45.0,1.0,1.0,648.0,2008.0,1.0,949.07,1.0,0.0,949.07
R2019997,1.0,S,969000.0,934000.0,12/9/2015,1/15/2016,37.0,2.0,2.0,942.0,1995.0,1.0,991.51,2.0,0.0,991.51
R2020182,11.0,S,519500.0,530000.0,12/9/2015,1/9/2016,31.0,2.0,1.0,969.0,1976.0,1.0,546.96,1.0,0.0,546.96
R2019706,20.0,S,1680000.0,1600000.0,12/8/2015,1/15/2016,38.0,2.0,2.0,1038.0,2013.0,2.0,1541.43,2.0,0.0,1541.43
R2019798,4.0,S,529800.0,508000.0,12/8/2015,1/14/2016,37.0,2.0,2.0,796.0,1994.0,1.0,638.19,2.0,0.0,638.19
R2019708,18.0,S,978000.0,985000.0,12/8/2015,1/6/2016,29.0,2.0,2.0,1004.0,2011.0,1.0,981.08,2.0,0.0,981.08
R2019597,19.0,X,1965000.0,,12/7/2015,,92.0,2.0,2.0,1507.0,1960.0,1.0,,1.0,1.0,1303.92
R2019518,3.0,S,1598000.0,1580000.0,12/7/2015,2/13/2016,68.0,2.0,3.0,1554.0,2008.0,2.0,1016.73,2.0,1.0,1016.73
R2019529,16.0,S,699900.0,750000.0,12/7/2015,1/26/2016,50.0,2.0,2.0,772.0,2007.0,1.0,971.5,2.0,0.0,971.5
R2019279,17.0,S,284000.0,277500.0,12/5/2015,2/8/2016,65.0,1.0,1.0,620.0,1948.0,1.0,447.58,1.0,0.0,447.58
R2019191,20.0,T,2225000.0,,12/4/2015,,54.0,3.0,2.0,1812.0,1988.0,2.0,,2.0,0.0,1227.92
R2019259,20.0,S,2450000.0,2400000.0,12/4/2015,2/22/2016,80.0,2.0,2.0,1605.0,1912.0,1.0,1495.33,2.0,0.0,1495.33
R2019145,10.0,S,449000.0,432000.0,12/3/2015,3/21/2016,94.0,2.0,1.0,966.0,1985.0,1.0,447.2,1.0,0.0,447.2
R2019091,18.0,S,1880000.0,1950000.0,12/3/2015,1/5/2016,33.0,2.0,3.0,1450.0,2013.0,2.0,1344.83,2.0,1.0,1344.83
R2018517,20.0,S,2088000.0,2000000.0,12/1/2015,1/11/2016,41.0,3.0,3.0,2486.0,1982.0,2.0,804.51,2.0,1.0,804.51
R2018915,15.0,S,395000.0,380000.0,12/1/2015,1/11/2016,41.0,0.0,1.0,427.0,1999.0,1.0,889.93,1.0,0.0,889.93
R2018281,20.0,S,619000.0,600000.0,12/1/2015,1/3/2016,33.0,1.0,1.0,723.0,2000.0,1.0,829.88,1.0,0.0,829.88
R2018763,4.0,T,889000.0,,11/30/2015,,65.0,2.0,2.0,882.0,2016.0,1.0,,2.0,0.0,1007.94
R2017877,17.0,S,1058000.0,1002600.0,11/27/2015,1/6/2016,40.0,2.0,3.0,1125.0,2011.0,2.0,891.2,2.0,1.0,891.2
R2017736,11.0,S,519800.0,502000.0,11/26/2015,2/22/2016,88.0,1.0,1.0,531.0,2012.0,1.0,945.39,1.0,0.0,945.39
R2017882,10.0,S,639000.0,630000.0,11/26/2015,1/6/2016,41.0,2.0,2.0,1039.0,1996.0,2.0,606.35,2.0,0.0,606.35
R2017498,20.0,T,1098800.0,,11/25/2015,,54.0,2.0,2.0,1212.0,1993.0,2.0,,2.0,0.0,906.6
R2017634,11.0,X,595000.0,,11/25/2015,,97.0,1.0,0.0,696.0,2010.0,1.0,,0.0,0.0,854.89
R2017675,15.0,S,2290000.0,2150000.0,11/25/2015,1/24/2016,60.0,3.0,4.0,2550.0,2006.0,2.0,843.14,3.0,1.0,843.14
R2017593,12.0,S,448000.0,440000.0,11/25/2015,1/10/2016,46.0,1.0,1.0,554.0,1997.0,0.0,794.22,1.0,0.0,794.22
R2017421,20.0,S,1099888.0,1050000.0,11/25/2015,1/3/2016,39.0,2.0,2.0,1173.0,2007.0,1.0,895.14,2.0,0.0,895.14
R2017311,19.0,X,1688000.0,,11/24/2015,,93.0,2.0,3.0,1610.0,2011.0,2.0,,2.0,1.0,1048.45
R2017318,16.0,S,839000.0,815000.0,11/24/2015,2/12/2016,80.0,2.0,2.0,900.0,1996.0,2.0,905.56,2.0,0.0,905.56
R2017310,15.0,T,1428800.0,,11/23/2015,,53.0,2.0,2.0,1027.0,2011.0,2.0,,2.0,0.0,1391.24
R2016920,20.0,T,1880000.0,,11/23/2015,,57.0,2.0,3.0,1906.0,2003.0,2.0,,2.0,1.0,986.36
R2016802,20.0,S,2360000.0,2300000.0,11/23/2015,2/10/2016,79.0,2.0,3.0,1596.0,2010.0,2.0,1441.1,2.0,1.0,1441.1
R2016741,20.0,S,2080000.0,1960000.0,11/23/2015,2/8/2016,77.0,2.0,2.0,1482.0,2013.0,1.0,1322.54,2.0,0.0,1322.54
R2016833,19.0,S,699900.0,695000.0,11/23/2015,1/31/2016,69.0,1.0,1.0,787.0,2006.0,1.0,883.1,1.0,0.0,883.1
R2016967,20.0,S,948800.0,925000.0,11/23/2015,1/22/2016,60.0,2.0,2.0,1040.0,2002.0,1.0,889.42,2.0,0.0,889.42
R2016873,19.0,S,978000.0,958000.0,11/23/2015,1/6/2016,44.0,2.0,2.0,1199.0,1995.0,1.0,799.0,2.0,0.0,799.0
R2016878,20.0,T,2398000.0,,11/20/2015,,70.0,2.0,2.0,1456.0,2003.0,2.0,,2.0,0.0,1646.98
R2016274,20.0,X,1549000.0,,11/18/2015,,104.0,2.0,2.0,1174.0,2011.0,2.0,,2.0,0.0,1319.42
R2015970,8.0,S,768000.0,730000.0,11/18/2015,2/3/2016,77.0,2.0,2.0,1220.0,1994.0,1.0,598.36,2.0,0.0,598.36
R2016456,1.0,T,289900.0,,11/17/2015,,76.0,0.0,1.0,384.0,1991.0,,,1.0,0.0,754.95
R2015969,7.0,S,928000.0,908000.0,11/17/2015,1/5/2016,49.0,2.0,2.0,1242.0,1997.0,1.0,731.08,2.0,0.0,731.08
R2015544,10.0,T,1250000.0,,11/16/2015,,58.0,2.0,2.0,1141.0,2008.0,1.0,,2.0,0.0,1095.53
R2016056,20.0,X,875000.0,,11/16/2015,,64.0,1.0,1.0,669.0,1976.0,1.0,,1.0,0.0,1307.92
R2015314,20.0,S,898000.0,895000.0,11/16/2015,1/22/2016,67.0,1.0,2.0,1040.0,2008.0,1.0,860.58,1.0,1.0,860.58
R2015542,20.0,S,1238000.0,1215000.0,11/16/2015,1/15/2016,60.0,2.0,2.0,1316.0,2008.0,2.0,923.25,2.0,0.0,923.25
R2016318,13.0,S,1339000.0,1350000.0,11/13/2015,3/1/2016,109.0,2.0,2.0,1590.0,2009.0,2.0,849.06,2.0,0.0,849.06
R2015193,20.0,S,799000.0,823000.0,11/13/2015,2/6/2016,85.0,2.0,2.0,1033.0,2007.0,,796.71,1.0,1.0,796.71
R2014997,10.0,S,1180000.0,1150000.0,11/13/2015,1/18/2016,66.0,2.0,2.0,1058.0,2011.0,1.0,1086.96,2.0,0.0,1086.96
R2014884,8.0,S,384800.0,380000.0,11/12/2015,1/19/2016,68.0,0.0,1.0,468.0,2014.0,0.0,811.97,1.0,0.0,811.97
R2014822,20.0,S,749900.0,745000.0,11/12/2015,1/9/2016,58.0,2.0,2.0,922.0,1993.0,1.0,808.03,2.0,0.0,808.03
