,PicCount,Status,List Price,Sold Price,List Date,Sold Date,DOM,Tot BR,Tot Baths,TotFlArea,Yr Blt,TotalPrkng,Sold Price per SqFt,Full Baths,Half Baths,Price Per SQFT
R2229181,20.0,X,699980.0,,12/20/2017,,122.0,1.0,1.0,502.0,1998.0,1.0,,1.0,0.0,1394.38
R2228067,15.0,T,999888.0,,12/12/2017,,155.0,2.0,1.0,911.0,1998.0,1.0,,0.0,1.0,1097.57
R2227773,13.0,S,1399000.0,1300000.0,12/7/2017,4/6/2018,120.0,2.0,2.0,991.0,2011.0,1.0,1311.81,2.0,0.0,1311.81
R2227062,20.0,T,1899900.0,,12/6/2017,,145.0,3.0,3.0,1659.0,2006.0,1.0,,2.0,1.0,1145.21
R2227233,20.0,X,1699900.0,,12/6/2017,,122.0,3.0,3.0,1764.0,1982.0,2.0,,3.0,0.0,963.66
R2226501,13.0,S,340000.0,335000.0,12/4/2017,4/3/2018,120.0,0.0,1.0,310.0,1999.0,0.0,1080.65,1.0,0.0,1080.65
R2226140,10.0,T,650000.0,,12/1/2017,,165.0,1.0,1.0,400.0,2018.0,,,1.0,0.0,1625.0
R2223772,20.0,X,1499800.0,,11/20/2017,,210.0,2.0,2.0,956.0,2007.0,1.0,,1.0,1.0,1568.83
R2220838,0.0,T,1175000.0,,11/7/2017,,218.0,1.0,1.0,945.0,2011.0,1.0,,1.0,0.0,1243.39
R2218277,18.0,T,1598000.0,,10/30/2017,,182.0,2.0,2.0,1248.0,1998.0,1.0,,2.0,0.0,1280.45
R2215815,20.0,X,1200000.0,,10/19/2017,,194.0,2.0,2.0,1060.0,1995.0,1.0,,2.0,0.0,1132.08
R2211268,20.0,X,2189000.0,,10/2/2017,,211.0,2.0,2.0,1272.0,2008.0,2.0,,2.0,0.0,1720.91
R2322131,15.0,A,828000.0,,11/9/2018,,3.0,2.0,1.0,816.0,2007.0,1.0,,1.0,0.0,1014.71
R2321980,20.0,A,1780000.0,,11/9/2018,,3.0,1.0,2.0,1027.0,2007.0,3.0,,1.0,1.0,1733.2
R2322148,20.0,A,868000.0,,11/9/2018,,3.0,2.0,2.0,1024.0,1998.0,,,2.0,0.0,847.66
R2322151,14.0,A,1088000.0,,11/9/2018,,3.0,1.0,2.0,769.0,1998.0,1.0,,1.0,1.0,1414.82
R2322161,18.0,A,619000.0,,11/9/2018,,3.0,1.0,1.0,516.0,2013.0,0.0,,1.0,0.0,1199.61
R2322010,20.0,A,499000.0,,11/8/2018,,4.0,1.0,1.0,495.0,1994.0,1.0,,1.0,0.0,1008.08
R2321907,20.0,A,789000.0,,11/8/2018,,4.0,1.0,1.0,833.0,1984.0,1.0,,1.0,0.0,947.18
R2322104,18.0,A,695000.0,,11/8/2018,,4.0,1.0,1.0,528.0,2010.0,1.0,,1.0,0.0,1316.29
R2321674,12.0,A,719900.0,,11/8/2018,,4.0,1.0,1.0,413.0,2019.0,0.0,,1.0,0.0,1743.1
R2321681,20.0,A,713000.0,,11/8/2018,,4.0,2.0,1.0,784.0,1976.0,1.0,,1.0,0.0,909.44
R2321881,20.0,A,1250000.0,,11/8/2018,,4.0,2.0,2.0,1014.0,1993.0,1.0,,2.0,0.0,1232.74
R2322115,10.0,A,1288000.0,,11/8/2018,,4.0,2.0,2.0,920.0,2008.0,1.0,,2.0,0.0,1400.0
R2321920,8.0,A,1459000.0,,11/8/2018,,4.0,2.0,2.0,975.0,2002.0,2.0,,2.0,0.0,1496.41
R2321714,12.0,A,1430000.0,,11/8/2018,,4.0,2.0,2.0,1070.0,2008.0,1.0,,2.0,0.0,1336.45
R2321924,10.0,A,639000.0,,11/8/2018,,4.0,1.0,1.0,609.0,1985.0,1.0,,1.0,0.0,1049.26
R2321884,20.0,A,1829900.0,,11/8/2018,,4.0,3.0,3.0,1467.0,1994.0,2.0,,3.0,0.0,1247.38
R2321492,20.0,A,698000.0,,11/7/2018,,5.0,1.0,1.0,607.0,2005.0,1.0,,1.0,0.0,1149.92
R2321479,20.0,A,2100000.0,,11/7/2018,,5.0,3.0,3.0,2003.0,1993.0,2.0,,2.0,1.0,1048.43
R2321886,20.0,A,1050000.0,,11/7/2018,,5.0,2.0,2.0,1096.0,1965.0,1.0,,2.0,0.0,958.03
R2321629,8.0,A,975000.0,,11/7/2018,,5.0,3.0,3.0,1236.0,2000.0,1.0,,2.0,1.0,788.83
R2321863,13.0,A,957000.0,,11/7/2018,,5.0,1.0,1.0,885.0,2009.0,1.0,,1.0,0.0,1081.36
R2321989,16.0,A,1150000.0,,11/7/2018,,5.0,2.0,2.0,1357.0,1991.0,1.0,,2.0,0.0,847.46
R2321405,20.0,A,1198000.0,,11/7/2018,,5.0,2.0,2.0,994.0,2011.0,1.0,,2.0,0.0,1205.23
R2321571,20.0,A,2198000.0,,11/7/2018,,5.0,2.0,2.0,1227.0,1998.0,1.0,,2.0,0.0,1791.36
R2322097,20.0,A,2450000.0,,11/7/2018,,5.0,1.0,2.0,1491.0,2001.0,2.0,,2.0,0.0,1643.19
R2321254,18.0,A,798000.0,,11/6/2018,,6.0,1.0,1.0,776.0,2001.0,1.0,,1.0,0.0,1028.35
R2321501,20.0,A,1598000.0,,11/6/2018,,6.0,2.0,2.0,982.0,2003.0,1.0,,2.0,0.0,1627.29
R2321364,3.0,A,1088800.0,,11/6/2018,,6.0,1.0,1.0,737.0,2019.0,0.0,,1.0,0.0,1477.34
R2321010,19.0,A,599000.0,,11/6/2018,,6.0,1.0,1.0,540.0,2012.0,1.0,,1.0,0.0,1109.26
R2321493,20.0,A,549000.0,,11/6/2018,,6.0,1.0,1.0,624.0,1981.0,0.0,,1.0,0.0,879.81
R2321517,10.0,A,689000.0,,11/6/2018,,6.0,1.0,1.0,700.0,1910.0,,,1.0,0.0,984.29
R2321213,17.0,A,1650000.0,,11/6/2018,,6.0,2.0,2.0,1504.0,1977.0,2.0,,2.0,0.0,1097.07
R2321117,14.0,A,599900.0,,11/6/2018,,6.0,1.0,1.0,561.0,1995.0,1.0,,1.0,0.0,1069.34
R2321076,20.0,A,1998000.0,,11/6/2018,,6.0,2.0,2.0,1174.0,2005.0,2.0,,2.0,0.0,1701.87
R2321560,0.0,A,859000.0,,11/6/2018,,6.0,2.0,1.0,816.0,2007.0,1.0,,1.0,0.0,1052.7
R2321056,20.0,A,1779000.0,,11/6/2018,,6.0,2.0,2.0,1200.0,2013.0,2.0,,2.0,0.0,1482.5
R2320795,15.0,A,429000.0,,11/5/2018,,7.0,2.0,1.0,777.0,1970.0,1.0,,1.0,0.0,552.12
R2320614,15.0,A,689900.0,,11/5/2018,,7.0,1.0,1.0,597.0,2010.0,1.0,,1.0,0.0,1155.61
R2320925,20.0,A,1388800.0,,11/5/2018,,7.0,2.0,2.0,1069.0,1995.0,,,2.0,0.0,1299.16
R2320935,18.0,A,1075000.0,,11/5/2018,,7.0,2.0,2.0,885.0,2002.0,1.0,,2.0,0.0,1214.69
R2321014,20.0,A,1799000.0,,11/5/2018,,7.0,3.0,2.0,1275.0,2008.0,1.0,,2.0,0.0,1410.98
R2321277,16.0,A,1068000.0,,11/5/2018,,7.0,2.0,2.0,806.0,2016.0,,,2.0,0.0,1325.06
R2320919,20.0,A,1588000.0,,11/5/2018,,7.0,2.0,2.0,1251.0,2010.0,2.0,,2.0,0.0,1269.38
R2321798,12.0,A,530000.0,,11/5/2018,,7.0,0.0,1.0,461.0,1982.0,,,1.0,0.0,1149.67
R2320532,20.0,A,1365000.0,,11/5/2018,,7.0,2.0,2.0,1055.0,2005.0,2.0,,2.0,0.0,1293.84
R2320749,19.0,A,999900.0,,11/5/2018,,7.0,2.0,2.0,931.0,2007.0,1.0,,2.0,0.0,1074.01
R2321574,16.0,A,648000.0,,11/5/2018,,7.0,1.0,1.0,732.0,1993.0,1.0,,1.0,0.0,885.25
R2320987,20.0,A,625000.0,,11/5/2018,,7.0,1.0,1.0,598.0,1994.0,1.0,,1.0,0.0,1045.15
R2321448,20.0,A,699000.0,,11/5/2018,,7.0,1.0,1.0,639.0,1998.0,,,1.0,0.0,1093.9
R2321530,13.0,A,758000.0,,11/5/2018,,7.0,1.0,1.0,678.0,2008.0,1.0,,1.0,0.0,1117.99
R2320856,19.0,A,948800.0,,11/5/2018,,7.0,2.0,2.0,1055.0,1986.0,2.0,,2.0,0.0,899.34
R2321396,13.0,A,1098000.0,,11/5/2018,,7.0,2.0,2.0,913.0,1997.0,2.0,,2.0,0.0,1202.63
R2320631,20.0,A,1880000.0,,11/5/2018,,7.0,2.0,2.0,1229.0,1990.0,2.0,,2.0,0.0,1529.7
R2320524,17.0,A,678000.0,,11/5/2018,,7.0,1.0,1.0,589.0,2011.0,1.0,,1.0,0.0,1151.1
R2320739,17.0,A,1249000.0,,11/5/2018,,7.0,2.0,2.0,1091.0,2004.0,2.0,,2.0,0.0,1144.82
R2320943,20.0,A,1899900.0,,11/5/2018,,7.0,2.0,2.0,1480.0,2009.0,1.0,,2.0,0.0,1283.72
R2321257,13.0,A,729000.0,,11/5/2018,,7.0,1.0,1.0,670.0,1998.0,1.0,,1.0,0.0,1088.06
R2321593,15.0,A,649000.0,,11/5/2018,,7.0,1.0,1.0,505.0,2007.0,1.0,,1.0,0.0,1285.15
R2320793,15.0,A,329000.0,,11/5/2018,,7.0,1.0,1.0,620.0,1970.0,1.0,,1.0,0.0,530.65
R2321498,6.0,A,699000.0,,11/5/2018,,7.0,1.0,1.0,574.0,2007.0,1.0,,1.0,0.0,1217.77
R2321085,1.0,A,1098000.0,,11/4/2018,,8.0,2.0,2.0,930.0,2011.0,1.0,,2.0,0.0,1180.65
R2320619,1.0,A,769900.0,,11/3/2018,,9.0,1.0,1.0,708.0,2006.0,1.0,,1.0,0.0,1087.43
R2320210,14.0,A,899888.0,,11/2/2018,,10.0,2.0,2.0,765.0,2000.0,1.0,,2.0,0.0,1176.32
R2320440,17.0,A,899000.0,,11/2/2018,,10.0,2.0,2.0,885.0,2007.0,1.0,,2.0,0.0,1015.82
R2320595,20.0,A,1398000.0,,11/2/2018,,10.0,2.0,2.0,1300.0,1994.0,1.0,,2.0,0.0,1075.38
R2321456,20.0,A,848000.0,,11/2/2018,,10.0,1.0,1.0,723.0,1998.0,,,1.0,0.0,1172.89
R2320374,1.0,A,869000.0,,11/2/2018,,10.0,1.0,1.0,743.0,1992.0,,,1.0,0.0,1169.58
R2320154,11.0,A,1900000.0,,11/1/2018,,11.0,2.0,2.0,1220.0,2011.0,2.0,,2.0,0.0,1557.38
R2319928,20.0,A,888000.0,,11/1/2018,,11.0,2.0,2.0,787.0,2011.0,1.0,,2.0,0.0,1128.34
R2320196,20.0,A,649000.0,,11/1/2018,,11.0,1.0,1.0,723.0,1987.0,1.0,,1.0,0.0,897.65
R2320466,5.0,A,1199000.0,,11/1/2018,,11.0,1.0,1.0,816.0,2011.0,,,1.0,0.0,1469.36
R2320849,12.0,A,594800.0,,11/1/2018,,11.0,1.0,1.0,534.0,1996.0,1.0,,1.0,0.0,1113.86
R2320338,1.0,A,2188000.0,,11/1/2018,,11.0,2.0,2.0,1121.0,2016.0,2.0,,2.0,0.0,1951.83
R2319884,20.0,A,1398000.0,,11/1/2018,,11.0,2.0,3.0,1185.0,2010.0,1.0,,2.0,1.0,1179.75
R2319881,20.0,A,1528000.0,,11/1/2018,,11.0,2.0,3.0,1529.0,1994.0,2.0,,2.0,1.0,999.35
R2320132,20.0,A,529000.0,,11/1/2018,,11.0,0.0,1.0,420.0,2002.0,1.0,,1.0,0.0,1259.52
R2320064,20.0,A,1088000.0,,11/1/2018,,11.0,2.0,2.0,980.0,2016.0,1.0,,2.0,0.0,1110.2
R2320937,20.0,A,2478900.0,,11/1/2018,,11.0,2.0,1.0,1100.0,2021.0,1.0,,1.0,0.0,2253.55
R2320839,20.0,A,938000.0,,11/1/2018,,11.0,1.0,1.0,670.0,1996.0,1.0,,1.0,0.0,1400.0
R2320114,20.0,A,1348000.0,,11/1/2018,,11.0,2.0,2.0,1244.0,1991.0,1.0,,2.0,0.0,1083.6
R2320014,20.0,A,888900.0,,10/31/2018,,12.0,2.0,1.0,766.0,1995.0,1.0,,1.0,0.0,1160.44
R2319771,19.0,A,990000.0,,10/31/2018,,12.0,2.0,2.0,915.0,2007.0,2.0,,2.0,0.0,1081.97
R2320117,17.0,A,1299000.0,,10/31/2018,,12.0,2.0,2.0,1012.0,1988.0,2.0,,2.0,0.0,1283.6
R2320015,12.0,A,650000.0,,10/31/2018,,12.0,1.0,1.0,550.0,2008.0,1.0,,1.0,0.0,1181.82
R2319613,6.0,A,1138000.0,,10/31/2018,,12.0,2.0,2.0,916.0,2009.0,1.0,,2.0,0.0,1242.36
R2319575,16.0,A,738000.0,,10/31/2018,,12.0,1.0,1.0,698.0,2004.0,1.0,,1.0,0.0,1057.31
R2319915,19.0,A,1175000.0,,10/31/2018,,12.0,2.0,2.0,888.0,1997.0,1.0,,2.0,0.0,1323.2
R2319837,19.0,A,649999.0,,10/31/2018,,12.0,1.0,1.0,529.0,1999.0,1.0,,1.0,0.0,1228.73
R2319986,20.0,A,685000.0,,10/31/2018,,12.0,1.0,1.0,635.0,1998.0,1.0,,1.0,0.0,1078.74
R2319842,20.0,A,1648000.0,,10/31/2018,,12.0,2.0,2.0,1027.0,2011.0,2.0,,2.0,0.0,1604.67
R2319664,18.0,A,999000.0,,10/31/2018,,12.0,2.0,2.0,950.0,2008.0,1.0,,2.0,0.0,1051.58
R2319769,15.0,A,715000.0,,10/31/2018,,12.0,1.0,1.0,639.0,1995.0,1.0,,1.0,0.0,1118.94
R2319589,14.0,A,998000.0,,10/31/2018,,12.0,2.0,1.0,750.0,2014.0,1.0,,1.0,0.0,1330.67
R2320416,14.0,A,389900.0,,10/31/2018,,12.0,1.0,1.0,625.0,1957.0,1.0,,1.0,0.0,623.84
R2319546,20.0,A,760000.0,,10/30/2018,,13.0,1.0,1.0,627.0,1978.0,,,1.0,0.0,1212.12
R2319612,13.0,A,1059000.0,,10/30/2018,,13.0,1.0,1.0,899.0,2011.0,1.0,,1.0,0.0,1177.98
R2319391,20.0,A,1530000.0,,10/30/2018,,13.0,2.0,2.0,1089.0,2006.0,2.0,,2.0,0.0,1404.96
R2319925,5.0,A,999000.0,,10/30/2018,,13.0,2.0,2.0,964.0,2011.0,,,2.0,0.0,1036.31
R2319449,20.0,A,1468000.0,,10/30/2018,,13.0,2.0,2.0,1212.0,1994.0,1.0,,2.0,0.0,1211.22
R2319290,10.0,A,790000.0,,10/30/2018,,13.0,1.0,1.0,530.0,2019.0,1.0,,1.0,0.0,1490.57
R2319479,20.0,A,989000.0,,10/30/2018,,13.0,1.0,1.0,769.0,1999.0,1.0,,1.0,0.0,1286.09
R2319475,20.0,A,930000.0,,10/30/2018,,13.0,2.0,2.0,881.0,2005.0,1.0,,2.0,0.0,1055.62
R2319212,20.0,A,968000.0,,10/30/2018,,13.0,2.0,2.0,897.0,1997.0,1.0,,2.0,0.0,1079.15
R2319369,20.0,A,739900.0,,10/30/2018,,13.0,1.0,1.0,609.0,2005.0,1.0,,1.0,0.0,1214.94
R2319343,20.0,A,365000.0,,10/30/2018,,13.0,1.0,1.0,550.0,1964.0,0.0,,1.0,0.0,663.64
R2319845,20.0,A,750000.0,,10/30/2018,,13.0,1.0,1.0,630.0,1999.0,1.0,,1.0,0.0,1190.48
R2319362,20.0,A,748000.0,,10/30/2018,,13.0,1.0,1.0,735.0,2008.0,1.0,,1.0,0.0,1017.69
R2319389,20.0,A,1788000.0,,10/30/2018,,13.0,3.0,2.0,1511.0,1960.0,1.0,,2.0,0.0,1183.32
R2319544,20.0,A,1299900.0,,10/30/2018,,13.0,2.0,2.0,1350.0,1991.0,1.0,,2.0,0.0,962.89
R2319269,17.0,S,299000.0,304000.0,10/30/2018,11/2/2018,3.0,0.0,1.0,417.0,1970.0,1.0,729.02,1.0,0.0,729.02
R2318769,20.0,A,635000.0,,10/29/2018,,14.0,1.0,1.0,598.0,2009.0,1.0,,1.0,0.0,1061.87
R2319308,15.0,A,898000.0,,10/29/2018,,14.0,2.0,1.0,800.0,2008.0,1.0,,1.0,0.0,1122.5
R2319173,14.0,A,819900.0,,10/29/2018,,14.0,2.0,2.0,902.0,1993.0,1.0,,2.0,0.0,908.98
R2318775,20.0,A,949888.0,,10/29/2018,,14.0,2.0,2.0,950.0,2005.0,1.0,,2.0,0.0,999.88
R2318777,14.0,A,874900.0,,10/29/2018,,14.0,1.0,1.0,719.0,2004.0,1.0,,1.0,0.0,1216.83
R2318996,19.0,A,948000.0,,10/29/2018,,14.0,2.0,2.0,865.0,2005.0,1.0,,2.0,0.0,1095.95
R2319145,20.0,A,999000.0,,10/29/2018,,14.0,2.0,2.0,1118.0,1994.0,1.0,,2.0,0.0,893.56
R2319238,20.0,A,675000.0,,10/29/2018,,14.0,1.0,1.0,701.0,1959.0,1.0,,1.0,0.0,962.91
R2318759,20.0,A,694900.0,,10/29/2018,,14.0,2.0,1.0,745.0,1974.0,1.0,,1.0,0.0,932.75
R2319344,2.0,A,290000.0,,10/29/2018,,14.0,0.0,1.0,430.0,1966.0,0.0,,1.0,0.0,674.42
R2319280,19.0,A,668000.0,,10/29/2018,,14.0,1.0,1.0,513.0,2014.0,1.0,,1.0,0.0,1302.14
R2318752,15.0,A,548000.0,,10/29/2018,,14.0,1.0,1.0,665.0,1995.0,1.0,,1.0,0.0,824.06
R2319120,17.0,A,1359000.0,,10/29/2018,,14.0,1.0,1.0,684.0,2013.0,1.0,,1.0,0.0,1986.84
R2318799,20.0,A,1359000.0,,10/29/2018,,14.0,2.0,2.0,1041.0,2003.0,,,2.0,0.0,1305.48
R2319841,20.0,A,1950000.0,,10/29/2018,,14.0,2.0,2.0,1146.0,2005.0,1.0,,2.0,0.0,1701.57
R2318939,20.0,A,1449900.0,,10/29/2018,,14.0,2.0,2.0,1571.0,1996.0,1.0,,2.0,0.0,922.92
R2319307,20.0,A,899000.0,,10/29/2018,,14.0,2.0,2.0,758.0,1994.0,1.0,,2.0,0.0,1186.02
R2319018,20.0,A,869000.0,,10/29/2018,,14.0,2.0,2.0,857.0,2007.0,,,2.0,0.0,1014.0
R2319169,18.0,A,848000.0,,10/29/2018,,14.0,1.0,1.0,727.0,2004.0,1.0,,1.0,0.0,1166.44
R2318751,20.0,A,1168000.0,,10/29/2018,,14.0,3.0,2.0,1262.0,1995.0,2.0,,2.0,0.0,925.52
R2319268,20.0,A,449000.0,,10/29/2018,,14.0,0.0,1.0,422.0,1997.0,1.0,,1.0,0.0,1063.98
R2319133,20.0,A,888000.0,,10/29/2018,,14.0,2.0,2.0,721.0,1996.0,1.0,,2.0,0.0,1231.62
R2319708,20.0,A,598800.0,,10/29/2018,,14.0,1.0,1.0,560.0,2009.0,1.0,,1.0,0.0,1069.29
R2319427,15.0,A,859000.0,,10/29/2018,,14.0,2.0,2.0,723.0,2007.0,1.0,,2.0,0.0,1188.11
R2318810,10.0,A,659000.0,,10/29/2018,,14.0,1.0,1.0,625.0,2007.0,1.0,,1.0,0.0,1054.4
R2319031,20.0,A,1968000.0,,10/29/2018,,14.0,3.0,2.0,1274.0,1999.0,,,2.0,0.0,1544.74
R2318917,20.0,A,799900.0,,10/29/2018,,14.0,1.0,1.0,685.0,2009.0,1.0,,1.0,0.0,1167.74
R2318981,18.0,S,869800.0,869800.0,10/29/2018,11/2/2018,4.0,2.0,2.0,880.0,1990.0,1.0,988.41,2.0,0.0,988.41
R2319767,20.0,A,1799000.0,,10/28/2018,,15.0,2.0,2.0,1612.0,1998.0,2.0,,2.0,0.0,1116.0
R2318992,20.0,A,2180000.0,,10/28/2018,,15.0,1.0,2.0,897.0,2016.0,,,2.0,0.0,2430.32
R2318961,20.0,A,1499000.0,,10/28/2018,,15.0,2.0,2.0,1136.0,2003.0,1.0,,1.0,1.0,1319.54
R2318596,20.0,A,840000.0,,10/26/2018,,17.0,1.0,1.0,727.0,2005.0,1.0,,1.0,0.0,1155.43
R2318647,18.0,A,1155000.0,,10/26/2018,,17.0,2.0,2.0,790.0,1993.0,1.0,,2.0,0.0,1462.03
R2318150,20.0,A,1138000.0,,10/25/2018,,18.0,2.0,2.0,1057.0,2008.0,1.0,,2.0,0.0,1076.63
R2318823,20.0,A,1888888.0,,10/25/2018,,18.0,2.0,3.0,1170.0,2016.0,1.0,,2.0,1.0,1614.43
R2318398,20.0,A,969000.0,,10/25/2018,,18.0,2.0,2.0,885.0,2008.0,1.0,,2.0,0.0,1094.92
R2318618,14.0,A,619000.0,,10/25/2018,,18.0,0.0,1.0,441.0,2011.0,0.0,,1.0,0.0,1403.63
R2318527,16.0,A,688000.0,,10/25/2018,,18.0,1.0,1.0,505.0,2016.0,0.0,,1.0,0.0,1362.38
R2318627,20.0,A,1088000.0,,10/25/2018,,18.0,2.0,2.0,905.0,1996.0,2.0,,2.0,0.0,1202.21
R2318263,17.0,A,749000.0,,10/25/2018,,18.0,1.0,1.0,576.0,2010.0,0.0,,1.0,0.0,1300.35
R2318317,18.0,A,975000.0,,10/25/2018,,18.0,2.0,2.0,890.0,2006.0,1.0,,2.0,0.0,1095.51
R2318352,1.0,A,2290000.0,,10/25/2018,,18.0,3.0,2.0,1340.0,2008.0,1.0,,2.0,0.0,1708.96
R2318497,6.0,A,749800.0,,10/25/2018,,18.0,1.0,1.0,640.0,2009.0,1.0,,1.0,0.0,1171.56
R2318183,20.0,A,679000.0,,10/25/2018,,18.0,1.0,1.0,508.0,2007.0,1.0,,1.0,0.0,1336.61
R2318679,20.0,S,828000.0,835000.0,10/25/2018,11/6/2018,12.0,2.0,1.0,1119.0,1981.0,1.0,746.2,1.0,0.0,746.2
R2318549,1.0,A,1268000.0,,10/24/2018,,19.0,2.0,2.0,780.0,2019.0,1.0,,2.0,0.0,1625.64
R2317984,17.0,A,889000.0,,10/24/2018,,19.0,2.0,2.0,966.0,1998.0,1.0,,2.0,0.0,920.29
R2318084,19.0,A,619000.0,,10/24/2018,,19.0,0.0,1.0,583.0,2008.0,0.0,,1.0,0.0,1061.75
R2318208,20.0,A,738000.0,,10/24/2018,,19.0,1.0,1.0,668.0,2011.0,1.0,,1.0,0.0,1104.79
R2318106,20.0,A,1790000.0,,10/24/2018,,19.0,2.0,2.0,1218.0,1993.0,2.0,,2.0,0.0,1469.62
R2317975,20.0,A,949000.0,,10/24/2018,,19.0,2.0,2.0,881.0,2005.0,1.0,,2.0,0.0,1077.19
R2317948,20.0,A,1189800.0,,10/24/2018,,19.0,3.0,2.0,1036.0,1995.0,1.0,,2.0,0.0,1148.46
R2318013,19.0,A,889000.0,,10/24/2018,,19.0,2.0,2.0,913.0,2007.0,1.0,,2.0,0.0,973.71
R2318021,20.0,A,1828000.0,,10/24/2018,,19.0,2.0,2.0,1345.0,1993.0,2.0,,2.0,0.0,1359.11
R2318189,19.0,A,699800.0,,10/24/2018,,19.0,1.0,1.0,776.0,2009.0,1.0,,1.0,0.0,901.8
R2317744,20.0,A,1039000.0,,10/23/2018,,20.0,2.0,2.0,885.0,1999.0,1.0,,2.0,0.0,1174.01
R2317844,20.0,A,599000.0,,10/23/2018,,20.0,1.0,1.0,660.0,1986.0,1.0,,1.0,0.0,907.58
R2317919,16.0,A,338800.0,,10/23/2018,,20.0,1.0,1.0,550.0,1965.0,0.0,,1.0,0.0,616.0
R2318109,20.0,A,939000.0,,10/23/2018,,20.0,1.0,1.0,964.0,1911.0,1.0,,1.0,0.0,974.07
R2317536,20.0,A,719900.0,,10/23/2018,,20.0,1.0,1.0,905.0,1981.0,1.0,,1.0,0.0,795.47
R2318086,9.0,A,719000.0,,10/23/2018,,20.0,1.0,1.0,741.0,1989.0,1.0,,1.0,0.0,970.31
R2319439,20.0,A,1450000.0,,10/23/2018,,20.0,2.0,2.0,1250.0,2009.0,1.0,,0.0,2.0,1160.0
R2317789,19.0,A,649000.0,,10/23/2018,,20.0,1.0,1.0,567.0,1996.0,1.0,,1.0,0.0,1144.62
R2318059,15.0,T,679000.0,,10/23/2018,,15.0,1.0,1.0,505.0,2007.0,1.0,,1.0,0.0,1344.55
R2317763,20.0,A,622000.0,,10/23/2018,,20.0,1.0,1.0,515.0,2005.0,1.0,,1.0,0.0,1207.77
R2317546,20.0,A,658000.0,,10/23/2018,,20.0,1.0,1.0,505.0,2016.0,0.0,,1.0,0.0,1302.97
R2317611,20.0,A,1998000.0,,10/23/2018,,20.0,2.0,3.0,1508.0,2011.0,2.0,,2.0,1.0,1324.93
R2317822,20.0,A,1059000.0,,10/23/2018,,20.0,2.0,3.0,966.0,1999.0,2.0,,2.0,1.0,1096.27
R2317448,1.0,S,799000.0,760000.0,10/23/2018,11/1/2018,9.0,2.0,2.0,808.0,1995.0,,940.59,2.0,0.0,940.59
R2317788,20.0,S,599900.0,599900.0,10/23/2018,10/24/2018,1.0,1.0,1.0,595.0,1996.0,1.0,1008.24,1.0,0.0,1008.24
R2317399,20.0,A,1299000.0,,10/22/2018,,21.0,2.0,2.0,1079.0,2011.0,1.0,,2.0,0.0,1203.89
R2318053,20.0,A,1945000.0,,10/22/2018,,21.0,3.0,2.0,1275.0,2008.0,1.0,,2.0,0.0,1525.49
R2317386,5.0,A,550000.0,,10/22/2018,,21.0,0.0,1.0,462.0,1980.0,,,1.0,0.0,1190.48
R2317443,20.0,A,1275000.0,,10/22/2018,,21.0,2.0,2.0,1013.0,2000.0,1.0,,2.0,0.0,1258.64
R2317461,20.0,A,2138000.0,,10/22/2018,,21.0,3.0,2.0,1296.0,2002.0,2.0,,2.0,0.0,1649.69
R2317493,14.0,A,735000.0,,10/22/2018,,21.0,1.0,1.0,598.0,2011.0,1.0,,1.0,0.0,1229.1
R2317054,19.0,A,2380000.0,,10/22/2018,,21.0,3.0,2.0,1286.0,2002.0,2.0,,2.0,0.0,1850.7
R2317294,20.0,A,818000.0,,10/22/2018,,21.0,2.0,2.0,875.0,1995.0,1.0,,2.0,0.0,934.86
R2317130,19.0,T,668000.0,,10/22/2018,,1.0,1.0,1.0,567.0,1996.0,1.0,,1.0,0.0,1178.13
R2317161,20.0,A,669000.0,,10/22/2018,,21.0,1.0,1.0,568.0,2005.0,1.0,,1.0,0.0,1177.82
R2317414,20.0,A,2399800.0,,10/22/2018,,21.0,3.0,2.0,1641.0,1986.0,2.0,,2.0,0.0,1462.4
R2317388,18.0,A,528000.0,,10/22/2018,,21.0,1.0,1.0,480.0,1978.0,,,1.0,0.0,1100.0
R2317703,15.0,A,978000.0,,10/22/2018,,21.0,2.0,2.0,875.0,1996.0,1.0,,2.0,0.0,1117.71
R2317207,18.0,A,995000.0,,10/22/2018,,21.0,2.0,2.0,856.0,2005.0,1.0,,2.0,0.0,1162.38
R2317587,20.0,A,658000.0,,10/22/2018,,21.0,1.0,1.0,647.0,2009.0,1.0,,1.0,0.0,1017.0
R2317389,9.0,A,1589000.0,,10/22/2018,,21.0,2.0,2.0,1047.0,2002.0,1.0,,2.0,0.0,1517.67
R2317906,14.0,A,1249000.0,,10/22/2018,,21.0,2.0,2.0,1031.0,2009.0,1.0,,2.0,0.0,1211.45
R2317316,16.0,A,879000.0,,10/22/2018,,21.0,1.0,1.0,732.0,2016.0,0.0,,1.0,0.0,1200.82
R2317229,20.0,S,875000.0,828000.0,10/22/2018,11/5/2018,14.0,2.0,1.0,755.0,2005.0,1.0,1096.69,1.0,0.0,1096.69
R2317273,17.0,T,898000.0,,10/21/2018,,16.0,1.0,1.0,776.0,2001.0,1.0,,1.0,0.0,1157.22
R2317796,16.0,A,735000.0,,10/20/2018,,23.0,1.0,1.0,582.0,2002.0,1.0,,1.0,0.0,1262.89
R2316714,20.0,A,1248000.0,,10/19/2018,,24.0,1.0,1.0,774.0,1999.0,1.0,,1.0,0.0,1612.4
